	Gene_0	Gene_1	Gene_2	Gene_3	Gene_4	Gene_5	Gene_6	Gene_7	Gene_8	Gene_9	Gene_10	Gene_11	Gene_12	Gene_13	Gene_14	Gene_15	Gene_16	Gene_17	Gene_18	Gene_19	Gene_20	Gene_21	Gene_22	Gene_23	Gene_24	Gene_25	Gene_26	Gene_27	Gene_28	Gene_29	Gene_30	Gene_31	Gene_32	Gene_33	Gene_34	Gene_35	Gene_36	Gene_37	Gene_38	Gene_39	Gene_40	Gene_41	Gene_42	Gene_43	Gene_44	Gene_45	Gene_46	Gene_47	Gene_48	Gene_49
Cell_49	-0.0002648959579	-0.0002063153469	-0.0008960094948	-0.006735748365	8.895786125e-06	9.066998611e-05	0.0002803689182	0.0001080088151	-0.08625756702	-0.002283017518	-0.0001499206878	-0.004336009251	0.001779690784	-6.882676783e-05	-0.009355288681	3.576678355e-05	-0.0002784954573	-0.0005358897795	0.00327747206	5.106981238e-05	-7.321324505e-05	0.0001722588463	0.0001147304121	2.482855549e-05	-0.0001241854252	0.5553153601	0.0001648918069	0.004009226471	-0.1385056644	0.002326139163	8.952949419e-05	-0.0003033850188	0.0003324475639	-0.002010097893	0.0002166578832	4.522268955e-05	-0.0004964841922	0.002776718172	0.8119912906	7.780667024e-05	-8.005891255e-05	0.002021814177	-0.001652103475	-8.930158732e-05	-0.0002147414577	0.005361544571	0.001824710226	4.249093938e-05	0.0001178578759	3.837168202
Cell_50	0.9458453863	-0.08109869918	0.01444019676	0.00549285703	0.0001365418544	-0.006140341929	-0.2069392425	-0.1770248184	0.01591938368	-0.002510850516	1.794948262	0.0007587064033	0.05796212694	-3.936792257e-05	0.007847840688	-5.611971037e-05	-0.0003369070918	-0.0009308082851	0.003429831703	2.270571448e-05	-0.008482983879	-0.04778078552	0.01971311139	-8.691173099e-05	-0.07552614825	-0.02461378773	-1.199101993	0.00793844192	0.02501538286	-0.0003305095761	0.007027352497	-0.05704363167	-2.506228638	-0.02379453785	-0.1984118508	-0.007726283754	0.00179611727	-2.384966798	0.0292093051	0.01095743471	6.557480698e-05	0.0008758907719	-0.001841987648	1.856320267e-05	-0.0004394981178	0.01064521541	0.00266760275	0.0001569831666	0.09829490536	0.00534897255
Cell_51	0.001200497157	0.729260735	-0.09785033086	-0.036307282	-0.0001048973885	3.327903692e-05	-0.0007550462123	0.4322336603	-0.06296326939	0.0135125911	0.002034123162	0.04728463468	-0.4926329834	-4.391864743e-05	-0.05128532486	3.577479349e-06	0.001814535896	0.001264874278	-0.02883409818	0.0001164374939	-0.02910506305	0.431523216	0.06802199966	3.74759845e-06	-0.2623803504	-0.3297082215	-0.001261711244	-0.01314273442	-0.09653948706	-0.02531457191	0.02426902396	0.5149948525	0.436098691	0.1793408574	0.2204854716	-0.0263656387	0.03653008308	-0.01067998221	0.03329298257	0.03826655393	-0.0001129125272	-0.01724740196	0.01007589941	8.983462469e-05	0.0008498973383	-0.01770637794	-0.009127274363	-6.739178827e-05	0.6374429596	0.1146382545
Cell_52	-0.001770708347	-0.0008596772533	0.8311291153	0.004157639106	-5.644332262e-05	0.0001816973235	0.004160544951	0.001203337238	0.003693284603	-0.00116910378	-0.002507336412	-0.04236522357	0.01590904641	-5.225173678e-05	0.005908013736	9.040368596e-05	-0.0002379168969	-0.004605634306	0.003011386835	2.63419963e-05	4.411848592e-05	-0.0003902866709	0.0004794527179	3.471047213e-05	0.0003570802824	-0.02573529452	0.00155552274	0.03990892456	0.005559423635	0.02234711896	7.123176282e-05	-0.0004669793813	0.002176924903	-0.01914794887	0.002400736934	7.832248214e-05	-0.003797716603	0.02712566879	0.008397964723	-0.0001030950098	5.773683134e-05	0.01565861531	-0.0009283046351	-4.006728997e-05	-0.002516917775	0.05399951295	0.001161513975	9.163840506e-05	-0.0007835347858	-0.01233763561
Cell_53	0.005768939878	0.02138204354	0.02469818358	0.8351295897	8.442728347e-05	-0.0001054341761	0.01255939125	0.004744741008	0.05682037444	0.2472070156	0.01076787194	0.02831486455	-0.02567511936	0.0001236062345	-0.6299325757	3.156236991e-05	0.03159880799	0.001393147209	-0.3539115767	6.543251299e-05	0.005330805408	-0.01624726924	-0.005275484347	-2.828980984e-05	0.01932207649	0.03183021897	-0.007089912248	-0.01162729091	-0.03055602268	-0.01502216719	-0.004633489811	0.01511129226	-0.001506614617	0.0188361217	-0.004471136567	0.001964189314	0.004060474914	-0.02134987209	-0.005439806712	-0.001289450055	-6.405040047e-05	-0.04848308109	0.1839124179	-2.178531984e-05	0.0007085345975	-0.01559543524	-0.2042094631	8.741120197e-05	-0.02502513194	0.01224960302
Cell_54	-0.005358061239	-0.02061743087	-0.02583175318	-0.03282800795	0.6271185726	9.597013753e-05	-0.01947454974	-0.002328089573	0.09377042854	-0.3265462051	-0.01065615849	0.02115011515	0.007758591989	-0.0001313201524	-0.04643774999	-5.364496449e-05	-0.04182960667	0.001241771761	-0.03571625265	4.677676411e-05	-0.007643286653	0.02747012445	0.00390063584	-4.817135336e-05	-0.02992306382	0.007003425949	0.007186714031	-0.01002703885	0.1564850962	-0.0112488945	0.006580563226	-0.01455109047	0.002261663481	0.2018273824	0.007037830164	-0.001456308485	0.04118213942	0.008133001975	0.02312652042	0.002358404856	-6.042105318e-05	0.04467704457	-0.2426805971	2.160045436e-05	0.0005605916123	-0.01329031503	-0.286967241	-3.262860145e-05	0.04208183413	0.1289591005
Cell_55	0.005040108951	0.04102497676	0.02508363314	0.005823788296	1.560401577e-05	0.939916136	0.009894270226	0.004950829243	0.1145853869	0.2180003603	0.008836802703	0.01733742076	-0.0357684319	-1.226766374e-05	0.008103146384	-0.000110593922	0.02790525526	0.002654208261	-0.007313904598	6.275660077e-05	0.007048172767	-0.03117395404	-0.007786595003	-7.252953861e-05	0.03796156966	-0.4118094878	-0.005968223667	-0.02363309792	0.1842443128	-0.009184647613	-0.006056936967	0.02900979851	0.01300784772	0.02010845704	-0.01416032143	0.003046105389	-0.9873845673	-0.02598069611	-0.6610867754	-0.004297558391	0.0001293500186	-0.04138980498	0.1621481572	-2.6157791e-05	0.001545547019	-0.03164425304	-0.1801689092	-5.427421333e-05	-0.04930792296	-3.096588014
Cell_56	-6.372391606e-05	-0.000115976779	-0.0001065641181	7.577685034e-05	6.254775681e-05	-3.819671898e-05	0.8901621729	-1.939179711e-05	-3.960339654e-05	-1.295694844e-05	4.305131197e-05	0.0001831632218	-9.429095515e-05	-0.0001538602259	-0.0002082752933	-0.0001143245473	-1.73488582e-05	8.170812846e-05	-8.106173749e-05	-3.17661934e-05	-1.313339299e-05	-1.687479236e-05	-7.06532369e-06	0.0001059814593	-5.400241952e-05	-9.767781596e-05	-2.78902775e-05	1.254933794e-05	-4.582592415e-05	-1.489429429e-06	-4.33281509e-05	-6.898216699e-05	5.915876238e-05	2.353471798e-05	-1.993456637e-05	-1.235984611e-05	4.662920457e-05	6.777324413e-05	0.0001476674829	3.209343338e-05	0.0001042600879	-5.013556972e-06	-5.714646901e-05	5.018282528e-05	4.282200383e-05	-0.0001701587721	-0.0001231210842	-5.311582057e-05	-5.086716798e-05	-1.328369424e-05
Cell_57	-3.18551369e-05	-0.0001461306942	2.659662976e-05	-2.634004685e-05	6.737396144e-07	-1.670598273e-05	-0.0001100745518	0.8500921266	0.000120405006	-1.685293706e-05	-0.0001575037341	6.881237361e-06	-5.465935089e-05	3.3780001e-05	-6.706007355e-05	-6.229507106e-05	4.875218448e-05	-0.0001101070506	0.0001639285713	-3.378223846e-05	-5.310590617e-06	0.0001087604672	2.894520936e-05	8.089071067e-05	-7.776411329e-06	0.0002184014829	3.755358857e-05	-9.454175714e-05	-0.0001516808553	3.44555611e-06	-8.311727548e-05	3.890201908e-05	-2.70882707e-05	-1.680613698e-05	-3.006439942e-05	-2.058301122e-05	-9.928407879e-05	6.356230618e-05	-4.741688315e-06	-5.920916447e-05	8.257018783e-05	5.514647406e-05	-2.024554928e-05	3.074700243e-05	9.967118472e-05	8.382157856e-05	-0.0001008661645	2.520448795e-05	7.604012849e-05	-5.713786364e-05
Cell_58	0.001895082149	0.002033188128	0.00737991055	0.05817042305	0.0001992792218	-0.0001067780389	-0.002516346902	-0.00057661851	0.7473134022	0.01926674698	0.002734044903	0.03810718423	-0.01544455604	-0.0001036512381	0.08218648051	-1.998267057e-05	0.00242063408	0.003909354987	-0.02862050424	9.603291198e-05	0.0002212979177	-0.0008324399193	-0.000861170252	0.0001015728783	0.001295460796	0.0240871087	-0.001866581885	-0.03488833806	1.199061867	-0.02033706017	-0.0003686297517	0.001582799894	-0.001832024519	0.0177098493	-0.002259682632	9.875213719e-05	0.003719284675	-0.02454484466	-0.007624186703	3.926158792e-05	0.0001020215165	-0.01687626772	0.01443574469	-3.949356267e-05	0.002154594126	-0.04701894721	-0.01600699211	-1.550587024e-05	-0.001339246342	0.01142791345
Cell_59	0.0168262151	-0.0939093063	0.04454213811	0.03434952581	-5.03248059e-06	-0.000129366506	-0.06063577225	-0.02655406971	0.2996559919	1.027286008	0.03446123677	-0.05102582535	0.0857006133	-0.0001612304256	0.04843548334	4.876433607e-05	-0.1346846819	-0.008698873053	-0.001915096527	-3.392344536e-05	-0.02390097852	0.06762567271	0.01207329666	-9.538183887e-05	-0.08645364147	-0.09536764886	-0.02314346655	0.07310269654	0.4791759234	0.02716125778	0.01988037312	-0.06626677861	-0.1048012031	-0.05073044834	0.01156908617	-0.004768397152	-0.01034810268	-0.001858931928	0.01118132538	0.00640283173	3.624974241e-05	-0.1423472663	-0.7824702057	-4.227167947e-05	-0.00452409455	0.09853717634	-0.8452182694	5.292226342e-05	0.1119690174	-0.03205749873
Cell_60	-0.0002572267194	-0.06805909607	0.01214757058	0.004554297633	-0.000101469464	-0.003797641143	0.0006047598384	-0.2259179001	0.01140141279	-0.001831987067	1.060969504	0.0005519778697	0.04871357285	1.075433822e-05	0.006398327262	0.0001386174759	-0.0002385230404	-0.000692987336	0.002991897406	-3.777771791e-06	-0.00707506572	-0.04025512795	0.01650536092	-0.0001333646239	-0.06350333669	-0.007157052381	-0.7088289407	0.006656965443	0.01770455948	-0.0002882014799	0.005959775	-0.0480397358	-2.109030993	-0.01990935184	-0.2709942029	-0.006514877795	-0.0001746885723	-3.073372214	0.01687868233	0.009289816526	-2.0372882e-05	0.0006132509741	-0.001270751877	5.576457562e-06	-0.0003777902115	0.008958956716	0.001969258383	-3.811863073e-05	0.08268913647	-0.0005616253561
Cell_61	0.01642226123	0.007778962249	0.05730509128	-0.05361099833	7.272602923e-05	-0.0002232060409	0.0388577518	0.01713753958	-0.04720410559	0.01617595707	0.04494321505	0.5499189233	-0.2056946109	-0.0001098255287	-0.07589155161	-9.692124854e-05	0.002085027244	-0.05296602998	-0.0385953856	-2.067643884e-06	-0.0003865784948	0.004185539437	-0.005445490545	-3.529826127e-05	-0.005357589816	0.3249235604	-0.02989613452	0.4522984307	-0.06837651099	-0.2917726939	0.0003554735308	0.005540960561	-0.06484455575	0.2485949844	0.02476374235	0.001988737828	0.0509557431	0.2111987506	-0.1049011939	0.0008693999973	-1.055824963e-05	-0.136063592	0.01188538234	-4.645709479e-05	-0.02809797487	0.6095185288	-0.01331151915	-4.055213804e-06	0.01069082377	0.1595006358
Cell_62	-0.01001987495	-0.04705895925	-0.02923192289	0.238600179	-2.392885239e-05	0.0001031796403	0.0129987854	-0.02173054845	0.01653736927	-0.08217578005	-0.01371788704	-0.1935926154	0.9852793907	-1.721489035e-05	0.3374352307	-0.0001001792643	-0.01042877937	-0.01989860105	0.1914829787	7.924490352e-06	0.0005273790397	-0.02537764765	-0.001218043034	1.595265399e-05	0.01517019133	-0.1984650455	0.009175923174	0.1715868532	-0.008128683043	0.1026565561	-0.0004463457722	-0.03327013197	-0.01270953103	-1.185411284	-0.003720038481	0.000363480903	-0.2418158124	0.1209570311	-0.1113538904	-0.0028497795	5.214892276e-05	0.08282305472	-0.06100871507	-1.676545636e-05	-0.01059704711	0.2312537174	0.06789750393	3.567512429e-05	-0.03851498474	-0.7583787296
Cell_63	-0.1957773052	0.01759351887	-0.7017543495	-0.004569532689	3.249064036e-06	0.001337770308	0.03983792415	0.03595639246	-0.006466498055	0.001564627299	-0.3724506509	0.03555123343	-0.02537373432	3.810240452	-0.00660160931	-5.82333036e-05	0.0001683494056	0.004182528811	-0.003131675816	0.0001761173192	0.00175967025	0.01039458191	-0.004365088595	6.228137202e-05	0.01548312872	0.0266636316	0.2487515158	-0.0351026386	-0.009916293599	-0.0186520636	-0.001604174226	0.01226686626	0.5210429721	0.02093637874	0.03949783455	0.00189364888	0.002920452935	0.4745833244	-0.01325847954	-0.00223158066	1.529002545e-06	1.629306798	0.001154879394	-7.640932642e-05	0.002179252764	-0.04755990428	-0.001467789953	-6.277910324e-05	-0.01992222657	0.009178069424
Cell_64	0.00384226583	0.0138145245	0.01582800693	0.5334714099	4.393456875e-05	-0.0001014134375	0.008083087414	0.003118698892	0.03615540424	0.1579085688	0.006847918117	0.01792935706	-0.01654116702	2.847952052e-05	0.7543756496	-0.000112933551	0.02016005775	0.000931916434	-0.2259689687	8.41521513e-05	0.003560550159	-0.0103102641	-0.003303057531	-2.226277262e-05	0.01243459643	0.02033194736	-0.00472870141	-0.007562190159	-0.01953813672	-0.009532659622	-0.002957747003	0.009669333217	-0.001037928786	0.01215545958	-0.002784155151	0.001182868461	0.002502703927	-0.01369469542	-0.003513400632	-0.000797657821	3.752180635e-05	-0.03097419108	0.1174479383	8.116575317e-05	0.0005007610442	-0.009982709862	-0.1305158166	2.754026303e-05	-0.01598293682	0.00792126138
Cell_65	0.0197543241	0.06902356202	0.08241475773	2.668529107	1.20166891e-05	-0.0001286195485	0.04036091752	0.07239982881	0.409855205	0.7904740064	0.03638503924	0.1174145527	-0.09209116908	3.112291615e-06	-1.977042515	3.739640841	0.101143676	0.003872513917	-1.133928997	-1.891430823e-05	0.04751968282	-0.05140915836	-0.01683276613	0.3967181828	0.06178621861	0.1072090926	-0.02439538618	-0.03455984184	0.2714551589	-0.06225815435	-0.0146227958	0.04862497745	-0.007639092336	0.07296454707	0.06283058553	0.006562351286	0.01502876395	-0.06904376008	-0.01800606216	-0.004372683173	-0.0001966596229	-0.1628553016	0.5874404956	-0.000132517687	0.002161401386	-0.04656577081	-0.6546306423	0.0001075739387	-0.07945389049	0.04700791987
Cell_66	0.0365813381	0.00980605368	0.1512349014	-0.0802647701	0.0001686526677	-0.0001720872781	-0.09555159334	-0.0281165003	-0.07037803755	0.0168228791	0.03961226727	0.8250339512	-0.3072605109	-4.745892134e-05	-0.1134861663	4.687733282e-05	1.742347982	0.113257314	-0.05786804117	-0.0001238360819	0.1838847249	0.006183058301	0.1345962146	-7.912629307e-05	-0.009457588484	0.498787144	-0.02653697967	-0.9676812342	-0.1019796651	-0.437750875	-0.1529270212	0.006923594097	-0.03127266808	0.3724159939	-0.05491661267	-0.05239047167	0.07598588706	-0.6326629302	-0.1626694093	0.08103074414	-8.275800724e-05	-0.3164995184	0.01254260213	2.039400856e-05	0.05986885601	-1.303596804	-0.0258079556	9.43030138e-05	0.01827234583	0.2386740235
Cell_67	0.1023264867	0.01521576119	0.3620640119	0.0007180900335	-9.763844861e-05	0.0006326865674	-1.162421365	0.1768345573	-0.0006522446085	-0.0002281878056	-0.1857277977	-0.01868867845	-0.004204757651	-1.559202809e-06	0.001085285434	-7.361304223e-05	3.261216402e-05	1.456192046	0.0005298146356	2.224305124e-05	0.001335529591	0.008917286107	-0.003515326085	2.344022501e-05	0.01479651956	-0.01128760326	0.1240146059	0.016036924	-0.001259373709	0.009912443926	-0.001345910782	0.01068334413	0.4836792003	-0.003837959333	0.07647039331	0.001481964299	-0.001323257276	0.8532666411	0.0009027414421	-0.002085488002	-5.03486838e-05	-0.8510181433	-3.161024814e-05	0.0001454373077	0.7691568924	0.02157836908	-5.537507725e-05	-5.380751352e-05	-0.01913364503	-0.004457193483
Cell_68	-0.00942680291	-0.03444967808	-0.03947111864	0.6897203686	0.0001232898173	8.314442937e-05	-0.02008886409	-0.007814213033	-0.09087595538	-0.3957175536	-0.01728966292	-0.04524724475	0.04103079821	0.0001998965944	0.9752871098	-8.391079734e-05	-0.05061527941	-0.002228232296	0.5664248999	9.330207664e-05	-0.008870597492	0.02589989337	0.008361012957	-1.576864255e-05	-0.03096540855	-0.05096356257	0.01155044035	0.01852903715	-0.2480151529	0.02410502771	0.00735163937	-0.02417651398	0.002655737098	-0.03044560414	0.007149749367	-0.003213544993	-0.006358766737	0.03415758066	0.008861968135	0.002233819278	1.099927705e-05	0.07749043403	-0.2940287433	5.440977477e-05	-0.001100998822	0.02508920278	0.3267697301	-6.638736696e-05	0.04010207421	-0.01972458059
