	Gene_0	Gene_1	Gene_2	Gene_3	Gene_4	Gene_5	Gene_6	Gene_7	Gene_8	Gene_9	Gene_10	Gene_11	Gene_12	Gene_13	Gene_14	Gene_15	Gene_16	Gene_17	Gene_18	Gene_19	Gene_20	Gene_21	Gene_22	Gene_23	Gene_24	Gene_25	Gene_26	Gene_27	Gene_28	Gene_29	Gene_30	Gene_31	Gene_32	Gene_33	Gene_34	Gene_35	Gene_36	Gene_37	Gene_38	Gene_39	Gene_40	Gene_41	Gene_42	Gene_43	Gene_44	Gene_45	Gene_46	Gene_47	Gene_48	Gene_49
Cell_16	0.03649517262	0.01000548526	0.1512202857	-0.08033020548	0.0001336497441	-8.193390574e-05	-0.09547842774	-0.02824233424	-0.07051161265	0.01677038829	0.03974788098	0.8251458918	-0.3070745073	-3.263927085e-05	-0.1135852228	-0.0001157545203	1.742524298	0.1132668335	-0.05789106198	-1.4951568e-05	0.1837417369	0.006098998543	0.1346395112	-2.663980105e-05	-0.009421609653	0.4989638767	-0.02646022875	-0.9675848111	-0.1020362936	-0.4377610179	-0.152976395	0.007042539819	-0.03123968276	0.372363418	-0.05499096469	-0.0521828364	0.07601444704	-0.6327338825	-0.1628261172	0.08098974962	-7.612565708e-06	-0.3165472486	0.01245837933	4.516431691e-05	0.05985518426	-1.303621864	-0.02596657324	-0.0002113905205	0.01813505224	0.2386995038
Cell_17	0.1022394681	0.01520430448	0.3621580736	0.0007735594313	-3.121064742e-06	0.0006128905305	-1.162577659	0.1767749981	-0.0007174355896	-0.000348637026	-0.1857585225	-0.01872169003	-0.004304324579	-3.026250553e-05	0.001189417709	8.991467804e-05	-0.0001233800561	1.456015853	0.0006479920535	6.360247531e-05	0.001734027339	0.009073975846	-0.003678596467	-8.002955319e-05	0.01471620699	-0.01124339259	0.1241108483	0.01606384172	-0.001361089758	0.009802697976	-0.001365662949	0.01085443174	0.4836442266	-0.003777211004	0.07629229283	0.001291116722	-0.001383601752	0.853340493	0.0007671021863	-0.002256292275	4.938753433e-05	-0.8511196686	-9.073490178e-05	-4.670675098e-05	0.7693137838	0.0216457379	-1.45778854e-05	-2.347854575e-05	-0.01912678058	-0.00462140248
Cell_18	-0.009088758575	-0.03453406779	-0.03969406416	0.6895606904	8.230194736e-05	0.0002215089398	-0.01995462563	-0.007585196269	-0.09098936275	-0.3957843277	-0.01745464225	-0.04533466352	0.04109859151	-8.998349152e-05	0.9752748787	-0.0001238149474	-0.05062459434	-0.002096949738	0.5664413696	8.434825413e-05	-0.008931081716	0.02589955908	0.008342456765	0.0001037397411	-0.03108292553	-0.05084183718	0.01143453038	0.01863798649	-0.2479713747	0.02402562116	0.007371047288	-0.02431298139	0.002687859015	-0.03051038549	0.007076117646	-0.003103959034	-0.006305770435	0.03415945629	0.008878643792	0.002220019755	8.551242604e-05	0.07758037833	-0.2941651028	-9.700537389e-05	-0.001070575713	0.02508156741	0.3269300629	-6.784114103e-05	0.04004114466	-0.01968550105
Cell_19	0.01673551309	-0.001957785322	0.0004484146666	-3.142287017e-05	-7.618594516e-05	-9.954273675e-05	-0.00370638279	1.601922539	0.0005752620114	3.484913741e-05	0.03152754202	-0.0001552034994	0.001514048459	9.541026918e-05	0.0001023758711	-7.013158973e-05	2.028465455e-05	-8.93951834e-05	0.000248120833	1.341658069	-0.0001627179759	-0.001052022627	0.02494759188	-7.984362058e-05	-0.001833566716	-0.0009047754976	-0.02115695827	0.0002427466382	0.00077177023	-0.0001422620719	0.0001918569885	-0.001368022261	-0.04444576039	-0.0006682843394	-0.003249224414	-0.009749588718	1.761707871e-05	-0.04183837086	0.0006503075609	0.0002485248712	-6.365209983e-05	4.791528178e-05	-9.8704205e-05	2.654395006e-05	6.445658538e-06	0.0002528502777	2.290912549e-05	-7.458779249e-07	0.002386311282	-0.0002773390838
Cell_20	-0.01571086176	-0.0102793254	-0.05630328259	0.0507648387	5.499878171e-05	0.0001906224468	-0.03764919289	-0.01632108885	0.05361696426	-0.05005522552	-0.04306596417	-0.5101452976	0.1929779102	-5.73935653e-06	0.07167962374	-4.021131543e-05	-0.006182370081	0.04875564831	0.03575038394	5.471698867e-05	0.8743471123	-0.001648620986	0.005364237997	1.930816244e-05	0.002038167887	-0.3036931045	0.02870473284	-0.4163924263	0.07912685689	0.2706492917	0.0004591821002	-0.007127661016	0.06011558348	-0.2313972506	-0.02227888793	-0.002033032731	-0.04737132902	-0.1924105201	0.09728497934	-0.0006620664211	1.752553489e-05	0.1321398392	-0.03717529038	3.404829662e-06	0.02584753677	-0.5610150836	-0.01590709587	-2.781429366e-05	-0.006360670357	-0.1484236968
Cell_21	-0.001510463123	-0.6704283131	-0.1128932838	0.04860986855	6.653331392e-05	-5.547510267e-06	0.004570423721	-0.0360251927	0.1787494163	-0.007423037972	-0.0016256556	0.02064101055	0.4734599293	-5.765148632e-05	0.06839450653	-9.311323602e-06	-0.0007703488891	-0.00595502717	0.02656377049	-1.795082241e-06	-0.07010185493	0.5058921989	0.1634764822	2.267353762e-06	-0.6256155765	-0.4828914382	0.001000573396	0.05095623159	0.2817703558	-0.0111145056	0.05829239051	-0.4733236028	-0.4018987671	-0.1899504457	0.2854556964	-0.06351572492	-0.03880596356	0.03259145089	0.01157037839	0.09121355795	-9.106788386e-06	-0.001540626016	-0.005507904021	5.386258766e-05	-0.003231195771	0.06838576105	0.0106032726	2.443139354e-05	0.8139253956	-0.1215826739
Cell_22	-0.01105871402	-0.02182447616	0.004092739321	0.001704376847	-0.0001295175427	4.791109404e-05	0.002852560072	0.0008618649691	0.005996028777	-0.0001854145162	-0.02105132217	0.0002520758244	0.01553859128	-3.501523912e-05	0.002105355356	7.343283191e-06	-6.156743597e-05	-0.0002058696934	0.0009414214097	-3.018198132e-05	-0.00221482078	-0.0130550423	0.9738282262	-4.410243442e-05	-0.02046959451	-0.01644893527	0.01401772726	0.002135993998	0.009261138309	-8.89764288e-05	0.001858636928	-0.01541541413	0.0155434862	-0.006617921276	0.01196296634	-0.3785570328	-0.001470673692	0.02913908741	0.01068138555	0.003012628145	1.030587428e-05	-2.210090587e-05	-0.0001363026608	2.716545312e-05	-0.0001448249737	0.002631493281	0.000390706348	7.027194089e-06	0.02652463201	-0.004388335831
Cell_23	0.01731331614	0.01028381996	0.06095236655	0.08891810766	1.441336789e-05	-0.0001644806902	0.02442666852	0.4268898319	1.645188957	0.04738744366	0.04130309586	0.5165023773	-0.1951678241	4.250054669e-05	0.1256698423	-2.49969612e-05	0.006056910204	-0.03239741436	-0.09468795653	-9.342099381e-05	0.2176937644	0.001870942325	-0.005941650867	2.892323316	-0.002184949395	0.2319946099	-0.02755635245	0.2771869378	2.64519636	-0.2740307351	-0.0003425206459	0.007107571416	-0.05524084513	0.2344380211	0.5744705274	0.002289293761	0.0479561413	0.1111807034	-0.06427138989	0.0004731251349	5.787065551e-05	-0.143243556	0.03508633253	7.675024634e-06	-0.01713313414	0.373486237	-0.05318621008	-7.088441927e-05	0.00634077079	0.1502525187
Cell_24	0.002483485491	0.7533899224	-0.1384915688	-0.03154891582	3.861239297e-05	-0.0001812881707	-0.006183521627	0.4414581881	-0.05978895342	0.007877686999	0.002314105955	-0.01328718298	-0.4865511006	-1.081352596e-05	-0.0445273139	6.890283872e-05	0.001006258988	0.007738755539	-0.02556346331	-3.072350104e-05	0.07903672384	0.4462576179	-0.1844070929	6.830065863e-05	0.7057393927	-0.370998006	-0.001430053695	-0.06704990533	-0.09210618206	0.007020296514	-0.06575310476	0.531769704	0.4512103258	0.1576740152	0.2204841963	0.07153856731	0.03229759919	-0.04317962512	0.0431145695	-0.1029166881	-4.526439349e-05	-0.001906234813	0.005747436798	-4.757465199e-05	0.004227805021	-0.09046834964	-0.01144152048	-2.852517119e-06	0.6470314228	0.1008702319
Cell_25	-0.0004875834636	-0.0004575500818	-0.001593590814	-0.01331682951	6.606739119e-05	-0.0001333091084	0.0005118090581	0.0002200976077	-0.1700737116	-0.004310051767	-0.0006810916124	-0.008536401222	0.003630762929	4.126548385e-05	-0.01864288314	-9.310429359e-05	-0.0005153922369	-0.000896463114	0.006464918216	-3.901092359e-05	-6.343759695e-05	0.0002045129263	0.0001472903879	-6.953809292e-05	-0.0003145293759	1.093641989	0.0004464192677	0.00789658448	-0.2727445448	0.004435188855	0.0001386283588	-0.0003474496913	0.0004726866887	-0.004115694228	0.0006107926285	-0.0001235910384	-0.0008618353651	0.005798191978	-0.4978153639	6.400212999e-05	-9.803914961e-05	0.003879480297	-0.003397490505	0.0001073455134	-0.0005444814029	0.01079706308	0.003613413434	-7.480930368e-05	0.0002956912888	-0.002583667369
Cell_26	0.0003432400508	0.07993671837	-0.01463881108	-0.005962679024	9.056946878e-05	6.124384636e-05	-0.000633143621	0.004356374323	-0.02141290918	0.000865911202	0.0002160689035	-0.0009860500092	-0.05712147894	-6.447200391e-05	-0.008437375022	-8.351551972e-05	5.744713066e-05	0.0009693705095	-0.002977608906	-0.0001252706355	0.008361190693	0.04738576501	-0.01945023257	1.663496306e-05	0.07463881274	0.05856528213	0.8347119061	-0.007418083328	-0.03384661859	0.0005997511776	-0.006921574196	0.056515729	2.483387114	0.02332319468	-0.03406990296	0.00762916064	0.004838324092	-0.004808402763	-0.03878434788	-0.01094812845	-3.007040242e-05	-0.0002953111738	0.0005592129026	-2.688881551e-05	0.0005092939889	-0.01008580939	-0.001208618685	2.442412448e-05	-0.09697050011	0.01486705619
Cell_27	-0.01859968697	-0.006830274098	-0.06511274514	0.04076750421	7.852926474e-05	0.0002729295283	0.03943744662	0.01108535502	0.03683938396	-0.01221253376	-0.02308633796	-0.4163790474	0.1563115148	-8.011438735e-05	0.05759016942	2.908853096e-05	-0.001668411118	-0.0458865798	0.02920731409	4.434741571e-05	0.0002604041383	-0.003910845695	0.004188144245	-5.850567555e-05	0.003051229622	-0.2523131829	0.01550504444	0.3928234147	0.05362489063	0.2208019169	-5.705404222e-05	-0.004821977212	0.02074907195	-0.1884443475	0.02325535561	-0.001684576916	-0.03855677055	0.266195552	0.08243751568	-0.0005015377482	-8.866094866e-06	0.1537346136	-0.009142961999	-0.0001048668553	-0.02430470456	0.529261178	0.01014624944	2.894647239e-05	-0.007049920218	-0.1209402661
Cell_28	0.0004697995471	0.001576258867	0.001797477128	0.0607142103	-0.0001517281903	2.0357234e-06	0.000956370882	0.000375116629	0.004168889288	0.01796340584	0.000788881765	0.002016828004	-0.00187916457	0.0001186586244	0.08587907253	-0.0001293849367	0.00235195957	0.0002903899612	-0.0256762768	-9.021736191e-05	0.0004344673023	-0.001128317475	-0.0004566980884	1.102358984e-05	0.001364978213	0.002380851471	-0.0005879103005	-0.0009070255341	1.184286637	-0.001186030604	-0.0002858473391	0.001127509891	-0.0001319227799	0.001374286515	-0.0004327085967	9.91035047e-05	0.0002977692514	-0.001844793465	-0.0003898578763	-0.0001974237339	-1.064349629e-05	-0.003505348829	0.0133788196	-0.0001322118264	5.010015073e-05	-0.001079186448	-0.01493872148	-9.592781897e-05	-0.001716054008	0.0009949829249
Cell_29	-0.0738161937	0.006386996025	-0.2634019835	0.01237741119	-7.789298044e-05	0.0005494514455	0.01442340986	0.01353908734	0.1792517576	0.005171316305	-0.1407370644	0.02260818046	-0.01308405076	2.58241052e-05	0.01744776304	2.856272533e-05	0.0007153921877	0.002461084591	-0.008055230857	4.572899218e-05	0.0007174960931	0.003231284924	0.02367123117	-9.592847948e-05	0.005667289065	-1.156530432	0.09411060466	-0.02161551537	0.2874498018	1.087716571	-0.0006642854868	0.004673481531	0.1968999287	0.01203455046	0.01476737406	-0.00915504573	0.00189438956	0.1743439098	0.5263338322	-0.0009236850347	2.216780974e-05	0.6121930655	0.003977985938	7.170604893e-05	0.001264328756	-0.02924352822	-0.004258695923	0.0001140467966	-0.007020285526	0.006151429121
Cell_30	0.02370822094	0.02529301017	-0.02574241139	-0.05173417178	-0.0001162761986	-0.0001028139852	0.03508439303	0.01545203535	-0.05757148868	0.04989477608	0.05717251194	0.5095212627	-0.2034862195	4.3964388e-05	-0.07334147105	-8.00529706e-05	0.00625494366	-0.04770195109	-0.03618008759	0.000131405897	-0.8650511765	0.01055745513	-0.6784036432	0.0001075684684	0.01206931548	0.3147369482	-0.03832088993	0.4076395892	-0.08540203814	-0.2701316307	0.7196859581	0.01798708033	-0.07049861433	0.2357313088	0.01349984044	0.2637973925	0.04828021172	0.1677964094	-0.1048120542	-0.3749588585	-1.966968542e-06	-0.1325567964	0.0370902149	0.000133324233	-0.02510607414	0.549171274	0.01543066051	-3.149279822e-05	-0.01207776811	0.1512618422
Cell_31	-0.00619699394	0.1596296344	-0.05536323072	0.1363433427	-0.0001007734111	0.0001651843329	0.007360839572	0.0853330768	-0.1981968841	-0.05293312132	-0.008642810468	-0.1360433024	-0.05607670123	9.568837805e-05	0.1928708964	8.139755241e-05	-0.006789038325	-0.01187201459	0.1191570835	-2.208703927e-05	0.02027616975	0.09633859246	-0.0472000547	-5.224378995e-05	0.1875954946	-0.19722457	0.005787548736	0.1007685408	-0.3403622702	0.07215765969	-0.01681332942	0.9474046438	0.8172860156	-0.7173044626	0.03694731388	0.0183220339	-0.146354171	0.07213894775	-0.07082769739	-0.02757626104	-0.0001336700139	0.05614377286	-0.03930839204	0.0001352142922	-0.006285859038	0.1360622413	0.04235586838	-0.0001644173439	0.09025350252	-0.4587862113
Cell_32	0.000449442244	0.1048747721	-0.01910978757	-0.007862986306	8.623993844e-05	-4.23651892e-05	-0.000958155632	0.005467524772	-0.02832472777	0.001267336152	0.0002584061836	-0.001332149901	-0.07472612838	0.0002051526942	-0.0109144232	-2.897060593e-05	0.0001330940643	0.0009529655152	-0.004357973723	-0.0001223013509	0.01105512751	0.06226012435	-0.02553931287	-1.892174135e-05	0.09777599865	0.0766890535	-0.0002557394006	-0.009802113817	-0.04422760948	0.0006856252052	-0.008967990854	0.07417668724	3.256788897	0.030565397	-0.04482184217	0.009966180383	0.006099155721	-0.00625679554	-0.05080349704	-0.01434689101	4.074183724e-05	-0.0003462415477	0.0008976646416	-3.499533276e-05	0.0007754958788	-0.0131316904	-0.001647108916	-8.790134364e-05	-0.1270079757	0.01960126081
Cell_33	0.01058044943	0.04987188292	0.0311454314	-0.2527154756	-7.311649682e-06	-8.204581867e-05	-0.01373323821	0.02300692234	-0.01775045427	0.08704348953	0.0144157916	0.2050926429	-0.1073728742	0.0001468168557	-0.3573690129	-0.0001247918401	0.01119483412	0.02130302036	-0.2029142125	-5.829780686e-05	-0.0005994792122	0.02704482472	0.001220159036	-9.391817937e-05	-0.0162707587	0.2102695331	-0.009670239191	-0.1817466272	0.008614198841	-0.1088049524	0.0006054029943	0.03513622027	0.01356534228	1.25567555	0.003887124707	-0.0004493888294	0.2562021826	-0.1282691392	0.1180582696	0.002914869177	-4.298706584e-05	-0.08767089328	0.06463666672	1.067177446e-05	0.01128634711	-0.2449578057	-0.07178328414	4.632753145e-05	0.04081060469	0.8032405489
Cell_34	1.765572086e-05	-3.424482179e-05	0.0003527606413	0.001305212489	-6.622756214e-05	-0.0001229297929	-7.941059892e-05	0.5411604433	0.01540814003	0.0002874787149	6.398647008e-05	0.0006785784577	-0.0004092587739	2.919235641e-05	0.001779362382	5.501600993e-05	0.0001052861912	0.0001541592272	-0.0005806606957	-6.446157116e-05	2.510177717e-05	4.453714653e-05	-8.702450882e-05	-0.0001235039339	0.0001881120943	-0.09936037499	-0.0001306504417	-0.0007973316058	0.02483637277	-0.0004774038783	-3.790019695e-05	4.394558733e-05	2.755505016e-05	0.0002595174493	0.730426108	-2.749921878e-05	1.004431376e-05	-0.000535298128	0.04521902005	7.40913856e-05	-1.1117297e-05	-0.0003953871294	0.0002394662319	-4.715051234e-05	-4.685981485e-06	-0.0008366333957	-0.0004176136241	0.0001641166748	-2.376676654e-05	0.0001849621857
Cell_35	0.0001622820821	0.03953150466	-0.007250910272	-0.002983871443	-1.299221712e-05	-2.67559441e-05	-0.0003611896045	0.002031534023	-0.01054743554	0.0004883726135	0.0001563125959	-0.0004132076729	-0.02813128177	0.0001095132855	-0.003974593848	6.084014253e-05	4.855053662e-05	0.0004358116315	-0.0016492125	4.917323647e-05	0.004060520236	0.02335891198	-0.009537291561	5.867005572e-05	0.03686935436	0.0288440797	-0.0001836485519	-0.003639354195	-0.01670190167	0.0002984735331	-0.003490681395	0.02796412327	0.02352334061	0.01143413368	-0.01690291019	0.6552149082	0.002350660961	-0.002249527612	-0.01906317281	-0.005325481326	3.856304437e-05	-0.0001646888752	0.0003488703784	4.025594621e-05	0.0002245028619	-0.004842738272	-0.0005163836452	0.000100178401	-0.04780250045	0.007282879303
Cell_36	-0.003690569442	-0.03071505055	-0.01880970089	-0.00428197652	-0.0001051465736	-2.652441019e-05	-0.007503510221	-0.003638836163	-0.08575491367	-0.1632962755	-0.006606076015	-0.01302823394	0.02690467094	2.317192991e-05	-0.005963213699	2.468146573e-05	-0.02097766096	-0.002117858086	0.005576939964	-6.200590631e-05	-0.005340424281	0.02340796519	0.0060319463	4.928393874e-05	-0.02848211561	0.3086366508	0.004480126848	0.01767422896	-0.1382510205	0.006984687407	0.004401188788	-0.02175203235	-0.009653141367	-0.01500357858	0.01039050687	-0.002285342351	0.7397554542	0.01943362172	0.4954899895	0.003209271009	-0.0001560193225	0.03109753394	-0.1213469392	4.47751649e-05	-0.001019055968	0.02371854908	0.1349802893	-6.542162545e-05	0.0368186346	2.320049752
Cell_37	7.170955337e-06	3.928631224e-05	0.000103752892	0.001379672734	5.336013368e-05	-9.222555315e-05	-2.01228152e-05	0.6347021789	0.01811750166	0.0005070271725	6.559110218e-05	0.0007789803557	-0.0003342058816	-1.145027396e-05	0.001934029168	0.0001543283395	9.5600638e-05	0.0001441884288	-0.0006652771024	-5.527083196e-06	6.324278394e-05	-2.756829669e-05	-4.276579342e-05	-6.060458855e-06	6.602609025e-05	-0.1164524703	7.11381278e-05	-0.0008947778883	0.02909237068	-0.0004496000179	0.0001204899391	-8.12301581e-05	-1.221515087e-05	0.0004175374843	0.8563854592	4.7384408e-05	9.385526096e-05	8.784162921	0.05310451849	-4.931134357e-05	-8.025754705e-05	-0.0005654671317	0.0002819349638	8.649715546e-05	9.305482525e-05	-0.001277331925	-0.000499224182	-6.89157506e-05	4.014702297e-06	0.0003881364617
Cell_38	-5.604544258e-05	6.444728543e-05	6.155821268e-05	4.968953889e-05	-9.186541591e-05	-0.0001287221874	4.859326147e-05	1.998254591e-05	3.428777534e-05	3.411653071e-05	8.231391399e-05	7.025733474e-05	-4.519533845e-06	-0.0001092871077	-8.086152086e-05	6.792768245e-05	-3.572155077e-05	-5.955825625e-05	3.642354627e-06	-1.760871368e-05	-0.0001584409086	-1.166872463e-05	4.132081817e-05	-2.417919674e-05	-7.0638298e-05	3.807752851e-05	4.875273068e-05	1.646895182e-05	9.862043779e-05	3.445594145e-05	3.230512829e-05	-0.0001028301608	7.846509614e-05	-3.111227208e-05	9.835933534e-05	3.493675949e-05	-0.0001842554945	-5.176481366e-05	0.6256358639	-0.0001075759158	-3.549481949e-05	1.3776841e-05	-8.70061473e-05	-8.61886639e-05	-1.492323287e-05	-1.243552051e-05	8.417158531e-05	-0.0001609589327	-4.381433431e-05	4.781914032e-05
Cell_39	-0.005599241078	-0.02493643585	0.2112334228	-0.03199117914	-7.754595351e-05	0.0001118126876	0.03070665849	0.01271035313	-0.02754714075	0.03405880127	-0.001451807319	0.344791138	-0.1075787534	8.080235188e-05	-0.0451583995	-2.730005607e-05	0.004363017586	-0.03502871395	-0.02285099044	-3.991235732e-05	-0.6082318983	-0.01799057237	1.418793556	-4.739316149e-05	-0.03106336469	0.1809422647	0.001010862627	0.2989900157	-0.04004812421	-0.1829236885	0.5061387954	-0.01763954998	-0.01828949488	0.1469082813	0.03327319251	-0.5517168172	0.0299713252	0.1812185133	-0.05000682737	0.7940083168	0.0001046136598	-0.08810327887	0.02533657752	5.679886961e-05	-0.01855885527	0.4030752432	0.01175854278	9.317735997e-05	0.04294659915	0.09396491145
Cell_40	-2.479002193e-05	-6.916051065e-05	-3.154025727e-05	4.898367796e-06	3.807171661e-05	-1.576220067e-05	7.114559853e-05	-7.149257832e-05	-0.0001403774507	0.0001183315166	-8.901976707e-05	-1.913875518e-05	-6.596442513e-05	-8.554983243e-05	1.769665047e-05	0.0001206575595	0.000122412235	0.0001266253304	0.0001102578387	-0.0001063409507	-6.054612863e-05	-3.032103474e-06	4.822587811e-05	0.0001005530794	1.537057806e-05	-5.219027038e-05	6.788184278e-05	4.467074797e-05	-7.540676974e-06	9.288437747e-05	-3.793850079e-05	-1.682169752e-05	-6.4611739e-05	6.486641618e-05	-7.230753029e-05	2.888762775e-05	-2.448332298e-05	9.369468439e-05	3.098599703e-05	0.000141913627	1.077945732	4.513117464e-05	3.476939373e-05	8.643558371e-05	-3.105822679e-06	8.24469751e-06	-6.398975741e-06	-0.6487734377	5.853851517e-05	-7.057131191e-05
Cell_41	-0.0807179259	0.007350112367	-0.2893677561	-0.001929565539	-4.080726687e-05	0.0005469407993	0.01638750142	0.01476123653	-0.002738378699	0.0006148876063	-0.1536205973	0.0145855991	-0.01049153516	9.069224826e-05	-0.002763250077	3.931640466e-05	8.901370778e-05	0.00174013028	-0.00141186333	-1.90556337e-05	0.0008417829748	0.004218437094	-0.001825045369	-7.154525786e-05	0.006442502212	0.01101506587	0.1026391932	-0.01448813788	-0.003946131384	-0.007605905319	-0.0004046309093	0.005065461372	0.214972335	0.008575976076	0.01632564775	0.0008179941356	0.001290610119	0.1958710211	-0.005380968316	-0.0009685014021	5.314419845e-05	0.6719981937	0.0004764145912	1.821609478e-05	0.0009201161502	-0.01964003299	-0.0004807609688	-6.312575367e-05	-0.008169697818	0.003734125017
Cell_42	0.02205596341	0.08534816733	0.09446172962	0.008657389276	-2.632355172e-05	-6.546337874e-05	0.04729348551	0.01765765895	0.2322253675	0.9914490062	0.03947779473	0.06689771023	-0.08564109857	-0.0001223772549	0.01222408078	-4.708333942e-05	0.1267278274	0.00989883633	-0.01728495027	0.0001061199032	0.02220699844	-0.06535655769	-0.01092428614	-1.351027321e-05	0.07824900945	0.1000346768	-0.02626081541	-0.08511000359	0.3739190837	-0.03553308181	-0.01837886339	0.060274891	-0.0009628667493	0.05526873616	-0.01966583638	0.004260072855	0.0115368411	-0.103505079	-0.0130834107	-0.005616430167	-6.367955337e-06	-0.1830309622	0.736853516	0.0002109808775	0.005159619537	-0.1145747493	-0.8187816728	-3.533541926e-05	-0.1011266583	0.03584300495
Cell_43	3.409817331e-05	2.40396568e-05	8.611466214e-06	-0.0001815155935	-3.421776553e-05	-8.929371955e-05	7.187370964e-05	0.0001251002153	5.916040994e-05	5.142059988e-05	0.0001362133904	9.976877594e-05	3.452897243e-05	-7.64744914e-05	9.451972151e-05	-1.572777753e-05	5.853459644e-05	-4.148685655e-05	7.142528939e-05	5.349469622e-05	-3.227958343e-05	-6.647752106e-05	-0.0001876484814	-0.0001371730819	0.0001119500004	5.989545423e-05	-1.148919398e-06	-1.75414622e-05	3.693169467e-05	5.970046396e-05	0.0001345564994	3.275089928e-05	2.611713306e-05	3.515622479e-05	9.61253664e-06	-2.793399102e-05	1.523925764e-05	3.950872212e-05	-0.000224197138	4.785325581e-05	1.918617299	1.248681905e-05	-1.915419135e-05	0.8750221555	0.000111815022	0.0001262334706	3.089142902e-05	-1.15499985	2.85383882e-05	-5.459464936e-05
Cell_44	-0.0001264283464	7.422671557e-06	5.093484148e-05	9.763729354e-05	-2.735656584e-05	-3.712611806e-06	-1.740378906	-0.0001310041036	-8.706118033e-05	7.178265392e-05	-3.500545084e-07	-0.0001649664027	3.064286635e-05	-9.590201266e-05	9.560193302e-05	-2.61083875e-05	-7.989425244e-05	4.182812813e-05	2.986697161e-05	-0.0001162285982	-5.134022969e-05	-5.390806517e-05	4.524769005e-05	0.0001082554688	-0.0001395969914	-6.99577134e-05	-5.8388317e-05	-6.601717795e-05	5.594413546e-05	2.561168891e-07	9.447452618e-05	1.436219644e-05	-5.22555539e-06	-5.74408217e-05	-8.032074926e-05	1.278262336e-05	-1.449163158e-05	-2.429356293e-05	2.44158141e-05	-5.962852957e-05	-1.89610844e-05	0.0001589391881	-0.0001101744252	-1.907827535e-05	1.174123972	-9.381612934e-05	-9.047067834e-05	2.339590048e-05	8.66075858e-05	-5.615059138e-05
Cell_45	-8.774080151e-06	2.20200008e-05	-8.972037811e-05	5.522633844e-05	7.680818968e-06	2.490816594e-05	-5.258370219e-05	0.04026329592	0.0011400391	6.65747654e-05	0.0001362054292	7.853154505e-05	-1.396371264e-06	4.714443425e-05	0.0002026520299	0.0001294205479	4.96208468e-05	4.965906905e-05	-0.000147743058	1.921338041e-05	6.637402607e-05	-9.974148807e-05	-8.45207658e-05	2.381818488e-05	6.109945312e-05	-0.007282985487	6.527925093e-07	-5.943860682e-05	0.00180162374	-7.095241514e-05	-1.024785902e-05	0.0001186034334	9.683191527e-05	-7.216581707e-05	0.05429101915	-0.0001434835534	0.0001873854075	0.5571938655	0.003366003539	-9.926169052e-05	-1.578685623e-05	-7.13174938e-05	1.401926976e-06	0.0001170356808	5.119820721e-05	1.16027199	3.020126329e-05	0.0001227534664	0.0001645732814	-1.904814088e-05
Cell_46	0.01388878336	0.0560415478	0.05973435551	-0.02066758079	-1.203685534e-05	-0.0001355355577	0.03266209179	0.01216224754	-0.1852852945	0.653950358	0.0251340861	0.02735944105	-0.05017249759	4.100762909e-05	-0.02927972339	-8.12117434e-05	0.08369261259	0.004749624861	0.001670084005	5.903771626e-05	0.01466080139	-0.04321770185	-0.006905371518	-3.673941599e-06	0.05166007218	0.0559359754	-0.01677701218	-0.0411279131	-0.2963396709	-0.01444738115	-0.01219773389	0.03970051503	0.0002266118205	0.02886514742	-0.01220268633	0.002593159553	0.005949402527	-0.0579430077	-0.005315629866	-0.003556734557	7.940213646e-05	-0.1145444973	0.4860130877	2.033769331e-05	0.002530761773	-0.0554349591	0.5252256652	0.0001098283875	-0.06692303567	0.01887840251
Cell_47	-2.4637174e-05	9.654653541e-05	-0.0001768587096	-9.084147712e-06	0.0001041272485	3.561375933e-05	-3.929087139e-05	-5.808579963e-05	4.817401105e-05	-6.1601795e-05	9.380710006e-05	-4.766908235e-05	-8.111994505e-05	2.317899272e-05	-0.0001267084662	1.367660343e-05	-1.634843128e-05	-5.288845057e-05	8.637088809e-05	4.278435328e-05	-2.849630024e-06	5.104271807e-05	-6.522970225e-05	-1.926604848e-05	-4.156598649e-05	5.942669558e-05	-2.650346806e-05	0.0001353056715	1.294164572e-05	-7.738915587e-05	0.0001020115633	-0.0001303263184	-0.0001509698276	-8.265072336e-05	-0.0001547755824	5.812738165e-05	8.083775262e-05	-5.616810269e-05	6.147317641e-05	-9.221752407e-07	-0.0001231765573	5.013256046e-05	0.0001008293341	2.887327442e-05	2.987540852e-05	7.357791281e-05	-5.048837673e-05	4.759891126	-0.0001262304024	-1.408637303e-05
Cell_48	-0.001660706668	-0.5016071916	0.09163765568	0.0370245061	3.684982015e-06	-7.841006373e-05	0.004282249256	-0.02647313481	0.1344060322	-0.005880464968	-0.001741678267	0.006596634211	0.357511461	4.153175123e-05	0.05245571339	9.10249252e-05	-0.0006020803014	-0.005549489202	0.02050506361	7.48503614e-05	-0.05249331784	-0.2972710841	0.1223574479	5.286348133e-05	-0.4679247636	-0.3665342292	0.001230212022	0.04642850668	0.2118070169	-0.00328450772	0.04363001914	-0.3540363746	-0.300107149	-0.1460817743	0.2139971861	-0.04770280077	-0.0297500504	0.03015098901	0.2430327047	0.0682327789	8.771493867e-05	0.002266531472	-0.004346826619	6.188311189e-06	-0.002789582473	0.06261274097	0.008221824589	-7.027148179e-05	0.6084611964	-0.09339532344
